pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
1099,46,3,Urban,Engineering,0.54,0.19,0.29,0.52,0.47,0.26,0.3,Acts of Service,0.42,44,2,Urban,Engineering,0.53,0.4,0.49,0.28,0.64,0.24,0.45,Acts of Service,0.36,77.9,1,61
1100,51,3,Suburban,Creative Arts,0.59,0.85,0.45,0.39,0.42,0.42,0.41,Physical Touch,0.55,26,3,Urban,Finance,0.64,0.78,0.37,0.41,0.5,0.46,0.09,Quality Time,0.43,77.2,1,71
1101,40,3,Urban,Creative Arts,0.71,0.77,0.37,0.14,0.59,0.63,0.23,Words of Affirmation,0.12,36,3,Suburban,Science,0.27,0.57,0.49,0.2,0.4,0.22,0.3,Words of Affirmation,0.43,68.3,1,77
1102,54,1,Suburban,Science,0.28,0.25,0.52,0.5,0.61,0.81,0.5,Words of Affirmation,0.83,29,3,Urban,Tech,0.59,0.5,0.35,0.74,0.1,0.4,0.55,Quality Time,0.37,51.7,0,60
1103,28,4,Urban,Healthcare,0.46,0.41,0.55,0.39,0.79,0.95,0.24,Acts of Service,0.19,28,2,Urban,Tech,0.44,0.4,0.49,0.44,0.22,0.27,0.94,Quality Time,0.19,53.3,0,38
1104,23,3,Suburban,Marketing,0.46,0.56,0.69,0.4,0.46,0.66,0.26,Physical Touch,0.3,35,2,Suburban,Healthcare,0.04,0.46,0.46,0.45,0.13,0.38,0.34,Quality Time,0.53,50.8,0,58
1105,35,4,Suburban,Healthcare,0.65,0.51,0.87,0.53,0.85,0.69,0.75,Quality Time,0.29,55,3,Rural,Healthcare,0.64,0.18,0.68,0.7,0.6,0.34,0.66,Physical Touch,0.16,64.5,0,83
1106,38,5,Urban,Science,0.36,0.54,0.29,0.43,0.82,0.89,0.83,Physical Touch,0.21,29,3,Rural,Healthcare,0.55,0.69,0.3,0.14,0.21,0.34,0.31,Words of Affirmation,0.73,40.7,0,43
1107,53,2,Urban,Law,0.57,0.47,0.07,0.32,0.14,0.35,0.47,Physical Touch,0.22,48,2,Suburban,Science,0.32,0.52,0.61,0.43,0.3,0.72,0.59,Quality Time,0.4,73.0,1,50
1108,55,4,Rural,Engineering,0.47,0.4,0.38,0.66,0.05,0.31,0.84,Acts of Service,0.45,39,3,Urban,Tech,0.39,0.45,0.33,0.75,0.63,0.3,0.48,Receiving Gifts,0.23,63.4,0,75
1109,51,5,Rural,Law,0.6,0.12,0.74,0.89,0.67,0.05,0.6,Quality Time,0.44,20,4,Rural,Engineering,0.63,0.17,0.46,0.19,0.82,0.67,0.01,Words of Affirmation,0.5,45.7,0,50
1110,34,4,Suburban,Creative Arts,0.59,0.25,0.44,0.18,0.83,0.59,0.37,Words of Affirmation,0.17,32,2,Urban,Education,0.37,0.47,0.64,0.24,0.92,0.15,0.76,Quality Time,0.68,28.5,0,12
1111,54,2,Rural,Engineering,0.14,0.59,0.32,0.13,0.86,0.27,0.27,Receiving Gifts,0.19,25,3,Suburban,Marketing,0.53,0.29,0.66,0.5,0.16,0.57,0.37,Acts of Service,0.5,37.6,0,14
1112,42,4,Urban,Entrepreneurship,0.44,0.54,0.73,0.41,0.29,0.86,0.61,Receiving Gifts,0.34,38,2,Suburban,Education,0.35,0.25,0.35,0.29,0.46,0.23,0.06,Physical Touch,0.21,61.9,0,72
1113,55,4,Urban,Finance,0.29,0.56,0.51,0.69,0.18,0.82,0.68,Physical Touch,0.82,54,3,Suburban,Science,0.32,0.7,0.68,0.63,0.38,0.43,0.9,Physical Touch,0.26,69.9,1,50
1114,29,3,Rural,Entrepreneurship,0.68,0.69,0.28,0.14,0.51,0.38,0.64,Quality Time,0.28,46,1,Urban,Marketing,0.28,0.27,0.16,0.54,0.83,0.49,0.69,Acts of Service,0.56,56.5,0,103
1115,40,3,Suburban,Finance,0.36,0.81,0.66,0.5,0.22,0.22,0.35,Acts of Service,0.62,53,5,Urban,Law,0.62,0.39,0.52,0.28,0.69,0.55,0.9,Physical Touch,0.84,61.5,0,65
1116,39,4,Urban,Healthcare,0.63,0.77,0.56,0.21,0.13,0.62,0.55,Words of Affirmation,0.57,50,2,Suburban,Tech,0.27,0.27,0.26,0.71,0.78,0.93,0.19,Words of Affirmation,0.87,61.0,0,51
1117,38,2,Urban,Tech,0.51,0.39,0.57,0.16,0.5,0.64,0.92,Physical Touch,0.36,40,4,Urban,Finance,0.83,0.49,0.6,0.7,0.83,0.5,0.47,Acts of Service,0.72,67.6,1,60
1118,44,5,Suburban,Healthcare,0.47,0.55,0.41,0.41,0.33,0.27,0.35,Receiving Gifts,0.23,42,2,Rural,Education,0.49,0.64,0.43,0.47,0.33,0.48,0.52,Quality Time,0.25,65.6,1,63
1119,48,5,Urban,Education,0.85,0.55,0.18,0.46,0.2,0.46,0.37,Physical Touch,0.39,29,3,Urban,Law,0.55,0.72,0.59,0.64,0.25,0.44,0.87,Physical Touch,0.83,48.1,0,39
1120,23,2,Rural,Engineering,0.4,0.51,0.32,0.64,0.73,0.16,0.48,Physical Touch,0.73,46,4,Suburban,Entrepreneurship,0.87,0.19,0.28,0.26,0.8,0.26,0.2,Quality Time,0.16,44.8,0,49
1121,44,4,Rural,Law,0.92,0.25,0.33,0.57,0.47,0.39,0.47,Receiving Gifts,0.71,18,4,Urban,Tech,0.44,0.53,0.72,0.61,0.12,0.37,1.0,Physical Touch,0.23,44.1,0,61
1122,51,3,Urban,Science,0.72,0.35,0.19,0.45,0.45,0.53,0.42,Acts of Service,0.51,30,2,Rural,Creative Arts,0.58,0.39,0.49,0.76,0.24,0.55,0.84,Words of Affirmation,0.36,55.7,0,60
1123,29,1,Urban,Finance,0.63,0.19,0.66,0.29,0.37,0.79,0.24,Quality Time,0.65,26,2,Suburban,Science,0.39,0.69,0.42,0.57,0.5,0.34,0.29,Quality Time,0.52,59.5,0,76
1124,24,5,Suburban,Tech,0.79,0.76,0.78,0.33,0.4,0.34,0.65,Quality Time,0.35,40,4,Suburban,Marketing,0.7,0.33,0.14,0.58,0.55,0.3,0.32,Receiving Gifts,0.04,65.4,1,67
1125,27,2,Urban,Marketing,0.7,0.72,0.39,0.38,0.83,0.81,0.47,Receiving Gifts,0.67,43,2,Rural,Entrepreneurship,0.2,0.05,0.73,0.49,0.73,0.46,0.88,Physical Touch,0.64,61.0,0,62
1126,34,1,Suburban,Marketing,0.08,0.84,0.32,0.46,0.5,0.4,0.29,Acts of Service,0.22,30,2,Suburban,Engineering,0.61,0.25,0.27,0.62,0.5,0.6,0.68,Physical Touch,0.18,65.1,1,72
1127,43,4,Suburban,Healthcare,0.68,0.28,0.78,0.2,0.36,0.4,0.59,Physical Touch,0.33,43,4,Suburban,Science,0.55,0.66,0.53,0.23,0.53,0.39,0.23,Receiving Gifts,0.49,71.8,1,107
1128,38,1,Urban,Law,0.27,0.38,0.28,0.3,0.32,0.28,0.3,Quality Time,0.76,20,2,Suburban,Entrepreneurship,0.31,0.83,0.75,0.9,0.76,0.24,0.61,Physical Touch,0.63,72.0,1,62
1129,45,3,Urban,Creative Arts,0.27,0.61,0.39,0.22,0.72,0.12,0.78,Receiving Gifts,0.53,47,5,Urban,Education,0.84,0.03,0.46,0.5,0.37,0.02,0.36,Receiving Gifts,0.31,61.8,0,69
1130,19,5,Suburban,Science,0.93,0.81,0.64,0.59,0.61,0.43,0.56,Receiving Gifts,0.72,53,5,Suburban,Creative Arts,0.92,0.35,0.39,0.74,0.91,0.6,0.53,Physical Touch,0.44,81.1,1,90
1131,18,3,Suburban,Marketing,0.46,0.67,0.31,0.53,0.15,0.81,0.16,Words of Affirmation,0.56,26,3,Rural,Law,0.47,0.55,0.64,0.84,0.05,0.37,0.15,Quality Time,0.88,72.7,1,76
1132,53,1,Rural,Law,0.68,0.92,0.16,0.28,0.83,0.48,0.62,Quality Time,0.34,39,4,Urban,Tech,0.41,0.27,0.43,0.11,0.72,0.33,0.45,Physical Touch,0.32,63.2,0,81
1133,43,2,Suburban,Entrepreneurship,0.41,0.26,0.24,0.4,0.59,0.74,0.81,Quality Time,0.47,46,3,Urban,Marketing,0.22,0.61,0.5,0.45,0.34,0.49,0.74,Acts of Service,0.62,67.4,1,75
1134,46,5,Suburban,Law,0.34,0.34,0.37,0.48,0.82,0.41,0.31,Receiving Gifts,0.76,28,3,Suburban,Marketing,0.48,0.92,0.78,0.53,0.65,0.24,0.48,Quality Time,0.26,49.5,0,50
1135,38,3,Urban,Creative Arts,0.27,0.62,0.49,0.73,0.76,0.1,0.73,Words of Affirmation,0.16,41,3,Urban,Marketing,0.69,0.35,0.82,0.44,0.53,0.62,0.83,Acts of Service,0.63,50.0,0,79
1136,28,3,Urban,Healthcare,0.51,0.27,0.63,0.73,0.09,0.6,0.85,Physical Touch,0.9,44,2,Suburban,Engineering,0.66,0.68,0.27,0.5,0.24,0.55,0.32,Physical Touch,0.8,76.4,1,68
1137,28,2,Urban,Marketing,0.38,0.59,0.07,0.66,0.68,0.36,0.46,Physical Touch,0.47,43,2,Suburban,Science,0.63,0.26,0.9,0.32,0.21,0.59,0.93,Physical Touch,0.66,62.6,0,43
1138,53,5,Suburban,Education,0.39,0.38,0.88,0.74,0.67,0.43,0.57,Acts of Service,0.28,31,3,Rural,Marketing,0.36,0.2,0.69,0.48,0.47,0.28,0.47,Physical Touch,0.66,67.9,1,76
1139,52,3,Urban,Science,0.6,0.56,0.54,0.8,0.68,0.4,0.66,Acts of Service,0.66,29,2,Urban,Engineering,0.7,0.9,0.59,0.44,0.74,0.71,0.61,Acts of Service,0.43,88.8,1,81
1140,51,3,Suburban,Engineering,0.8,0.27,0.47,0.56,0.62,0.09,0.69,Receiving Gifts,0.08,43,3,Urban,Engineering,0.41,0.09,0.2,0.46,0.37,0.77,0.4,Quality Time,0.22,73.7,1,83
1141,41,3,Urban,Finance,0.65,0.87,0.84,0.48,0.26,0.34,0.59,Physical Touch,0.24,54,3,Urban,Law,0.43,0.29,0.93,0.72,0.12,0.62,0.32,Physical Touch,0.22,84.7,1,85
1142,39,4,Suburban,Healthcare,0.48,0.46,0.78,0.44,0.57,0.2,0.24,Quality Time,0.49,36,2,Urban,Education,0.51,0.45,0.81,0.63,0.19,0.77,0.16,Receiving Gifts,0.6,70.6,1,78
1143,22,2,Suburban,Entrepreneurship,0.36,0.42,0.8,0.7,0.34,0.55,0.27,Quality Time,0.96,38,2,Urban,Marketing,0.52,0.3,0.76,0.68,0.43,0.26,0.45,Words of Affirmation,0.6,74.8,1,106
1144,50,5,Urban,Education,0.89,0.2,0.88,0.28,0.3,0.43,0.23,Physical Touch,0.53,42,1,Urban,Finance,0.16,0.17,0.67,0.13,0.44,0.33,0.53,Physical Touch,0.33,62.2,0,62
1145,53,2,Suburban,Science,0.59,0.39,0.3,0.72,0.11,0.64,0.56,Receiving Gifts,0.69,45,3,Suburban,Law,0.64,0.85,0.6,0.23,0.48,0.5,0.99,Physical Touch,0.69,62.6,0,84
1146,37,2,Rural,Entrepreneurship,0.15,0.81,0.35,0.21,0.79,0.69,0.63,Words of Affirmation,0.84,53,4,Suburban,Entrepreneurship,0.34,0.53,0.46,0.15,0.57,0.48,0.22,Words of Affirmation,0.42,77.8,1,69
1147,36,1,Urban,Engineering,0.55,0.59,0.77,0.3,0.84,0.3,0.59,Words of Affirmation,0.45,50,5,Urban,Education,0.89,0.74,0.27,0.47,0.16,0.7,0.35,Physical Touch,0.51,60.4,0,35
1148,52,1,Urban,Engineering,0.47,0.82,0.28,0.78,0.53,0.32,0.67,Quality Time,0.26,50,5,Rural,Finance,0.82,0.11,0.58,0.31,0.92,0.61,0.73,Physical Touch,0.54,49.8,0,44
1149,34,3,Urban,Engineering,0.31,0.12,0.58,0.44,0.25,0.84,0.68,Words of Affirmation,0.18,46,3,Suburban,Engineering,0.46,0.33,0.5,0.21,0.4,0.55,0.65,Physical Touch,0.41,76.4,1,62
1150,51,2,Rural,Law,0.69,0.77,0.57,0.84,0.56,0.26,0.89,Acts of Service,0.58,44,2,Suburban,Finance,0.46,0.43,0.22,0.77,0.55,0.85,0.25,Words of Affirmation,0.47,52.0,0,82
1151,26,2,Suburban,Entrepreneurship,0.61,0.74,0.39,0.59,0.55,0.6,0.46,Physical Touch,0.48,41,2,Suburban,Education,0.59,0.87,0.73,0.41,0.21,0.19,0.64,Quality Time,0.57,64.2,0,65
1152,43,5,Urban,Finance,0.83,0.78,0.41,0.73,0.51,0.26,0.54,Acts of Service,0.23,43,2,Suburban,Engineering,0.56,0.72,0.76,0.52,0.09,0.05,0.39,Receiving Gifts,0.22,58.2,0,77
1153,19,5,Urban,Science,0.86,0.66,0.47,0.09,0.5,0.59,0.45,Words of Affirmation,0.76,41,3,Suburban,Marketing,0.28,0.17,0.15,0.6,0.88,0.59,0.57,Quality Time,0.26,54.8,0,35
1154,26,2,Urban,Entrepreneurship,0.46,0.63,0.69,0.52,0.07,0.6,0.68,Acts of Service,0.79,55,3,Suburban,Law,0.25,0.09,0.64,0.69,0.7,0.22,0.73,Receiving Gifts,0.37,55.7,0,69
1155,26,2,Urban,Creative Arts,0.43,0.71,0.38,0.29,0.44,0.19,0.7,Quality Time,0.32,31,3,Urban,Engineering,0.43,0.46,0.33,0.56,0.74,0.63,0.58,Physical Touch,0.16,72.3,1,111
1156,34,2,Urban,Science,0.37,0.29,0.51,0.39,0.43,0.89,0.31,Physical Touch,0.61,28,4,Suburban,Finance,0.31,0.32,0.82,0.32,0.38,0.4,0.79,Acts of Service,0.69,66.2,1,69
1157,18,4,Rural,Tech,0.68,0.66,0.41,0.74,0.09,0.39,0.25,Words of Affirmation,0.85,24,3,Suburban,Education,0.6,0.4,0.66,0.44,0.22,0.37,0.34,Receiving Gifts,0.11,69.8,1,73
1158,42,1,Rural,Entrepreneurship,0.33,0.46,0.56,0.33,0.83,0.23,0.36,Words of Affirmation,0.33,29,2,Rural,Marketing,0.56,0.24,0.34,0.4,0.36,0.18,0.47,Receiving Gifts,0.12,56.4,0,55
1159,42,3,Rural,Entrepreneurship,0.35,0.26,0.8,0.5,0.53,0.78,0.37,Quality Time,0.68,34,4,Suburban,Finance,0.67,0.5,0.33,0.21,0.35,0.44,0.53,Physical Touch,0.52,65.8,1,80
1160,52,2,Suburban,Entrepreneurship,0.32,0.25,0.82,0.4,0.2,0.64,0.24,Words of Affirmation,0.66,18,3,Suburban,Education,0.57,0.09,0.56,0.69,0.62,0.91,0.49,Receiving Gifts,0.7,65.2,1,67
1161,20,4,Suburban,Law,0.41,0.4,0.2,0.73,0.88,0.53,0.65,Receiving Gifts,0.58,54,3,Suburban,Marketing,0.51,0.84,0.79,0.44,0.49,0.89,0.2,Receiving Gifts,0.83,65.3,1,78
1162,54,3,Urban,Science,0.42,0.31,0.34,0.59,0.42,0.57,0.93,Acts of Service,0.38,50,3,Urban,Tech,0.56,0.48,0.58,0.55,0.91,0.19,0.72,Physical Touch,0.62,68.2,1,113
1163,47,3,Urban,Entrepreneurship,0.49,0.75,0.51,0.56,0.61,0.34,0.41,Quality Time,0.41,22,4,Suburban,Education,0.43,0.43,0.56,0.92,0.28,0.16,0.11,Acts of Service,0.59,64.1,0,64
1164,55,1,Urban,Education,0.55,0.67,0.58,0.6,0.89,0.27,0.77,Receiving Gifts,0.09,51,4,Suburban,Science,0.56,0.09,0.41,0.91,0.44,0.33,0.68,Acts of Service,0.2,75.5,1,97
1165,51,4,Suburban,Entrepreneurship,0.58,0.39,0.49,0.96,0.7,0.76,0.16,Words of Affirmation,0.4,23,5,Urban,Tech,0.38,0.64,0.7,0.43,0.36,0.66,0.68,Receiving Gifts,0.82,46.8,0,38
1166,29,1,Urban,Science,0.57,0.59,0.43,0.7,0.35,0.1,0.37,Quality Time,0.77,23,4,Suburban,Engineering,0.81,0.1,0.49,0.36,0.14,0.52,0.35,Quality Time,0.39,79.4,1,87
1167,36,2,Urban,Engineering,0.48,0.84,0.92,0.84,0.23,0.88,0.18,Acts of Service,0.53,25,1,Urban,Marketing,0.51,0.23,0.11,0.12,0.17,0.0,0.33,Quality Time,0.38,43.6,0,61
1168,54,2,Urban,Law,0.47,0.57,0.34,0.53,0.79,0.59,0.63,Quality Time,0.54,21,5,Suburban,Entrepreneurship,0.76,0.28,0.64,0.43,0.29,0.83,0.72,Words of Affirmation,0.61,65.5,1,59
1169,34,3,Suburban,Creative Arts,0.8,0.53,0.8,0.72,0.86,0.41,0.57,Quality Time,0.42,40,1,Urban,Marketing,0.4,0.83,0.71,0.2,0.39,0.53,0.84,Receiving Gifts,0.59,56.4,0,60
1170,27,3,Urban,Healthcare,0.42,0.66,0.61,0.35,0.3,0.21,0.32,Receiving Gifts,0.84,50,5,Urban,Entrepreneurship,0.56,0.3,0.63,0.6,0.61,0.59,0.64,Quality Time,0.64,49.5,0,31
1171,29,2,Suburban,Healthcare,0.58,0.79,0.39,0.53,0.53,0.75,0.59,Quality Time,0.31,47,3,Suburban,Finance,0.53,0.45,0.19,0.92,0.67,0.86,0.31,Physical Touch,0.43,52.1,0,39
1172,33,3,Urban,Marketing,0.44,0.29,0.79,0.5,0.55,0.79,0.65,Words of Affirmation,0.55,47,3,Rural,Creative Arts,0.51,0.22,0.42,0.42,0.27,0.64,0.84,Receiving Gifts,0.48,62.3,0,82
1173,41,3,Urban,Marketing,0.42,0.13,0.64,0.04,0.85,0.74,0.63,Receiving Gifts,0.78,42,2,Rural,Science,0.08,0.5,0.5,0.5,0.2,0.64,0.49,Physical Touch,0.68,69.5,1,65
1174,36,3,Urban,Marketing,0.38,0.75,0.18,0.18,0.49,0.22,0.46,Receiving Gifts,0.21,51,2,Urban,Education,0.23,0.31,0.3,0.18,0.14,0.03,0.5,Acts of Service,0.34,84.6,1,88
1175,25,4,Suburban,Law,0.29,0.08,0.37,0.76,0.7,0.33,0.07,Words of Affirmation,0.53,23,3,Suburban,Tech,0.78,0.88,0.41,0.39,0.57,0.78,0.76,Quality Time,0.6,44.9,0,47
1176,48,2,Suburban,Engineering,0.36,0.15,0.37,0.08,0.81,0.86,0.6,Receiving Gifts,0.05,33,3,Rural,Tech,0.36,0.31,0.43,0.44,0.74,0.35,0.47,Receiving Gifts,0.48,82.0,1,70
1177,38,3,Rural,Healthcare,0.37,0.22,0.43,0.59,0.38,0.7,0.78,Acts of Service,0.69,43,2,Urban,Law,0.4,0.46,0.56,0.19,0.81,0.44,0.66,Physical Touch,0.24,57.5,0,73
1178,34,1,Urban,Law,0.33,0.59,0.57,0.76,0.71,0.55,0.41,Acts of Service,0.75,55,4,Urban,Creative Arts,0.52,0.3,0.22,0.36,0.81,0.86,0.58,Quality Time,0.82,67.0,1,61
1179,40,3,Urban,Law,0.58,0.76,0.58,0.66,0.21,0.35,0.48,Physical Touch,0.36,32,3,Urban,Healthcare,0.62,0.82,0.35,0.35,0.77,0.27,0.44,Physical Touch,0.54,76.0,1,103
1180,54,3,Urban,Law,0.41,0.12,0.2,0.26,0.16,0.02,0.89,Receiving Gifts,0.5,50,3,Urban,Finance,0.48,0.27,0.56,0.86,0.27,0.44,0.5,Physical Touch,0.76,53.9,0,38
1181,33,3,Suburban,Science,0.35,0.68,0.56,0.36,0.12,0.04,0.8,Acts of Service,0.47,40,3,Urban,Engineering,0.48,0.79,0.62,0.13,0.84,0.24,0.21,Quality Time,0.63,61.9,0,75
1182,23,3,Urban,Tech,0.57,0.42,0.81,0.14,0.38,0.19,0.47,Quality Time,0.27,36,3,Urban,Tech,0.62,0.17,0.67,0.8,0.73,0.49,0.75,Words of Affirmation,0.53,68.3,1,87
1183,25,2,Urban,Creative Arts,0.48,0.59,0.42,0.1,0.4,0.46,0.56,Words of Affirmation,0.63,19,3,Suburban,Tech,0.43,0.45,0.2,0.31,0.23,0.64,0.47,Physical Touch,0.4,65.5,1,76
1184,42,3,Suburban,Education,0.53,0.49,0.64,0.85,0.67,0.34,0.82,Acts of Service,0.39,36,2,Rural,Marketing,0.35,0.61,0.32,0.23,0.11,0.57,0.47,Physical Touch,0.48,56.6,0,67
1185,35,1,Rural,Marketing,0.32,0.32,0.22,0.39,0.72,0.38,0.71,Acts of Service,0.43,28,5,Urban,Marketing,0.33,0.43,0.31,0.54,0.27,0.32,0.68,Receiving Gifts,0.42,69.2,1,88
1186,42,3,Rural,Creative Arts,0.71,0.65,0.6,0.93,0.3,0.03,0.55,Quality Time,0.68,29,2,Suburban,Creative Arts,0.4,0.62,0.42,0.67,0.5,0.71,0.61,Quality Time,0.29,68.8,1,81
1187,29,4,Suburban,Engineering,0.55,0.3,0.25,0.02,0.42,0.32,0.19,Physical Touch,0.41,35,3,Suburban,Education,0.31,0.84,0.51,0.36,0.57,0.54,0.28,Acts of Service,0.9,53.1,0,71
1188,32,2,Urban,Education,0.43,0.3,0.62,0.89,0.96,0.18,0.9,Words of Affirmation,0.8,35,3,Suburban,Education,0.7,0.42,0.15,0.47,0.31,0.44,0.54,Physical Touch,0.65,60.8,0,43
1189,43,3,Urban,Tech,0.56,0.84,0.57,0.54,0.33,0.45,0.28,Physical Touch,0.64,21,5,Suburban,Entrepreneurship,0.39,0.87,0.48,0.65,0.62,0.23,0.45,Words of Affirmation,0.76,56.1,0,67
1190,43,2,Suburban,Law,0.64,0.81,0.52,0.67,0.37,0.25,0.8,Quality Time,0.52,25,2,Suburban,Tech,0.34,0.21,0.66,0.16,0.88,0.23,0.37,Receiving Gifts,0.61,50.3,0,32
1191,49,2,Rural,Science,0.45,0.57,0.37,0.53,0.41,0.42,0.62,Receiving Gifts,0.37,26,2,Rural,Tech,0.24,0.42,0.61,0.08,0.59,0.52,0.82,Quality Time,0.87,68.8,1,97
1192,27,3,Urban,Tech,0.14,0.58,0.64,0.11,0.43,0.11,0.43,Quality Time,0.2,24,2,Urban,Education,0.51,0.22,0.36,0.88,0.84,0.75,0.42,Acts of Service,0.5,48.4,0,75
1193,33,1,Urban,Education,0.38,0.65,0.27,0.82,0.75,0.38,0.11,Words of Affirmation,0.73,45,5,Urban,Entrepreneurship,0.54,0.61,0.34,0.72,0.47,0.71,0.73,Words of Affirmation,0.55,69.9,1,87
1194,24,5,Urban,Healthcare,0.98,0.14,0.6,0.64,0.06,0.75,0.18,Physical Touch,0.11,40,4,Urban,Entrepreneurship,0.59,0.83,0.35,0.35,0.47,0.48,0.81,Physical Touch,0.94,50.4,0,76
1195,34,4,Rural,Science,0.36,0.2,0.79,0.73,0.27,0.26,0.31,Acts of Service,0.8,23,3,Urban,Education,0.65,0.45,0.8,0.56,0.43,0.75,0.7,Receiving Gifts,0.7,56.2,0,69
1196,40,5,Suburban,Education,0.62,0.14,0.49,0.75,0.46,0.47,0.61,Acts of Service,0.6,20,5,Suburban,Marketing,0.9,0.31,0.17,0.58,0.54,0.69,0.19,Acts of Service,0.83,63.4,0,61
1197,43,5,Suburban,Education,0.73,0.09,0.21,0.3,0.74,0.56,0.3,Physical Touch,0.88,40,4,Suburban,Creative Arts,0.53,0.53,0.4,0.47,0.35,0.2,0.3,Acts of Service,0.65,52.0,0,51
1198,38,4,Suburban,Entrepreneurship,0.66,0.47,0.59,0.89,0.79,0.31,0.7,Physical Touch,0.86,45,3,Urban,Law,0.47,0.54,0.11,0.38,0.9,0.9,0.66,Receiving Gifts,0.63,64.5,0,61
1199,39,4,Urban,Finance,0.71,0.65,0.66,0.82,0.9,0.84,0.85,Acts of Service,0.4,42,2,Urban,Education,0.6,0.64,0.13,0.32,0.63,0.52,0.35,Quality Time,0.15,58.2,0,49
1200,24,3,Urban,Entrepreneurship,0.68,0.31,0.81,0.79,0.4,0.24,0.15,Acts of Service,0.53,51,2,Suburban,Tech,0.54,0.68,0.73,0.81,0.66,0.48,0.26,Acts of Service,0.85,77.0,1,82
1201,31,2,Suburban,Marketing,0.45,0.38,0.1,0.51,0.72,0.51,0.48,Receiving Gifts,0.58,19,3,Urban,Finance,0.62,0.49,0.24,0.7,0.25,0.36,0.94,Receiving Gifts,0.65,64.9,0,37
1202,32,4,Suburban,Education,0.72,0.17,0.41,0.48,0.33,0.45,0.7,Receiving Gifts,0.66,36,2,Urban,Marketing,0.38,0.81,0.54,0.45,0.48,0.3,0.43,Receiving Gifts,0.13,48.9,0,54
1203,24,2,Suburban,Finance,0.31,0.71,0.24,0.46,0.94,0.44,0.47,Words of Affirmation,0.78,37,1,Urban,Healthcare,0.32,0.68,0.43,0.25,0.54,0.77,0.9,Words of Affirmation,0.11,63.9,0,48
1204,26,3,Suburban,Science,0.62,0.77,0.49,0.27,0.15,0.54,0.68,Receiving Gifts,0.96,43,3,Urban,Tech,0.74,0.52,0.68,0.67,0.72,0.29,0.84,Words of Affirmation,0.36,61.6,0,54
1205,25,4,Urban,Finance,0.66,0.59,0.44,0.33,0.86,0.87,0.51,Acts of Service,0.43,47,1,Urban,Law,0.27,0.64,0.63,0.87,0.13,0.23,0.84,Quality Time,0.49,47.4,0,83
1206,40,3,Urban,Healthcare,0.51,0.75,0.67,0.26,0.8,0.43,0.1,Physical Touch,0.33,20,3,Rural,Creative Arts,0.68,0.22,0.47,0.8,0.2,0.74,0.82,Physical Touch,0.19,61.9,0,51
1207,46,3,Urban,Marketing,0.81,0.53,0.35,0.7,0.04,0.32,0.79,Physical Touch,0.62,53,4,Urban,Engineering,0.54,0.3,0.34,0.09,0.31,0.33,0.65,Receiving Gifts,0.66,61.8,0,78
1208,35,2,Suburban,Marketing,0.69,0.24,0.34,0.31,0.84,0.85,0.11,Quality Time,0.28,37,3,Urban,Marketing,0.4,0.38,0.57,0.35,0.39,0.74,0.58,Words of Affirmation,0.27,75.2,1,69
1209,48,4,Urban,Healthcare,0.58,0.6,0.59,0.48,0.43,0.15,0.34,Acts of Service,0.5,51,4,Urban,Healthcare,0.49,0.95,0.22,0.55,0.77,0.58,0.56,Acts of Service,0.84,78.9,1,61
1210,47,5,Suburban,Law,0.58,0.39,0.8,0.45,0.41,0.05,0.56,Physical Touch,0.15,29,3,Rural,Law,0.38,0.56,0.7,0.8,0.41,0.41,0.58,Receiving Gifts,0.25,75.1,1,74
1211,52,3,Suburban,Creative Arts,0.4,0.28,0.14,0.49,0.46,0.47,0.15,Physical Touch,0.57,22,4,Suburban,Healthcare,0.57,0.41,0.58,0.64,0.32,0.51,0.28,Physical Touch,0.23,73.4,1,109
1212,35,2,Urban,Creative Arts,0.24,0.54,0.52,0.6,0.62,0.35,0.37,Words of Affirmation,0.2,37,4,Rural,Engineering,0.72,0.5,0.7,0.91,0.82,0.62,0.61,Words of Affirmation,0.34,63.0,0,84
1213,34,3,Rural,Education,0.53,0.11,0.57,0.42,0.79,0.67,0.33,Acts of Service,0.39,36,5,Suburban,Science,0.48,0.47,0.1,0.74,0.2,0.92,0.91,Words of Affirmation,0.54,48.7,0,77
1214,31,2,Suburban,Science,0.54,0.43,0.63,0.75,0.35,0.7,0.44,Acts of Service,0.89,25,5,Urban,Science,0.69,0.5,0.27,0.08,0.38,0.1,0.7,Quality Time,0.31,49.8,0,51
1215,48,3,Suburban,Healthcare,0.28,0.82,0.22,0.58,0.1,0.29,0.87,Acts of Service,0.54,29,3,Suburban,Healthcare,0.4,0.77,0.45,0.46,0.45,0.31,0.42,Receiving Gifts,0.76,74.0,1,100
1216,41,2,Urban,Finance,0.23,0.5,0.65,0.42,0.15,0.91,0.35,Acts of Service,0.41,27,3,Rural,Marketing,0.46,0.34,0.17,0.59,0.69,0.38,0.66,Physical Touch,0.51,58.5,0,30
